,date,U_close,U_STD
116,2022-04-06 10:15:00,94.0,2.398221092793841
117,2022-04-06 10:20:00,94.6653,2.118648520694166
118,2022-04-06 10:25:00,94.42,1.830633433093827
119,2022-04-06 10:30:00,93.76,1.2020161508761398
120,2022-04-06 10:35:00,94.25,0.8486500740465905
121,2022-04-06 14:15:00,92.625,0.7968623828456199
122,2022-04-06 14:20:00,92.21,0.9011065377754706
123,2022-04-06 14:25:00,92.7891,0.9227155037338394
124,2022-04-06 14:30:00,93.12,0.9243493244212745
125,2022-04-06 14:35:00,94.1,0.9282348469723635
126,2022-04-06 14:40:00,93.39,0.9291659460915721
127,2022-04-06 14:45:00,93.7499,0.9058947729700411
128,2022-04-06 14:50:00,93.2101,0.7968700378320706
129,2022-04-06 14:55:00,94.19,0.7430129854776658
130,2022-04-06 15:00:00,95.0,0.8570693686330275
131,2022-04-06 15:05:00,95.4,0.951512596254417
132,2022-04-06 15:10:00,94.72,0.9954465769178434
133,2022-04-06 15:15:00,94.82,0.9797607513682318
134,2022-04-07 10:10:00,94.55,1.4048493956530355
135,2022-04-07 10:15:00,94.5599,1.357867811546232
136,2022-04-07 10:20:00,93.15,1.4729514257857543
137,2022-04-07 10:25:00,94.0786,1.4966946498099576
138,2022-04-07 10:45:00,93.89,0.8248838667555299
139,2022-04-07 10:50:00,93.94,0.8155209896395326
140,2022-04-07 10:55:00,94.78,0.8148274401797696
141,2022-04-07 11:55:00,91.62,1.0390058028743412
142,2022-04-07 12:00:00,92.055,1.069035233813123
143,2022-04-08 10:00:00,91.4,1.056158629900327
144,2022-04-08 10:05:00,91.45,0.9613922937189153
145,2022-04-08 10:10:00,91.71,0.8776472111678283
146,2022-04-08 10:15:00,91.205,0.7866820899220233
147,2022-04-08 10:35:00,92.69,0.7074289480852272
148,2022-04-08 10:40:00,92.92,0.7697099738613533
149,2022-04-08 11:00:00,92.58,0.6946754428558616
